"lat","long","mag","place","url"
44.5399,148.9507,4.8,"114km SE of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000smbh"
64.6265,-17.3141,4.8,"109km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000smpm"
35.4517,26.5239,4.6,"37km NE of Palaikastron, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000smqw"
64.6413,-17.4198,4.6,"114km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000smwn"
37.8798,21.44,4.6,"5km ENE of Sinoikismos Khavarion, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000smye"
49.3632,155.4758,4.6,"153km SSW of Severo-Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000smzf"
64.5061,-17.9413,4.5,"131km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sn71"
64.566,-18.6945,4.4,"127km SSW of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sn9i"
64.6431,-17.5851,4.6,"118km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000snca"
64.5543,-17.7199,4.6,"125km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000snq5"
55.4129,160.5709,4.5,"131km ESE of Esso, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sntd"
44.564,149.1609,4.7,"125km SE of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000snul"
64.5774,-17.7226,4.5,"124km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000snwq"
64.7647,-17.4461,4.8,"106km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000snye"
64.6433,-17.5098,4.5,"119km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sp06"
64.606,-17.5251,4.6,"118km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sp3a"
64.6103,-17.4394,4.3,"114km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sp3u"
64.6441,-17.4954,4.6,"118km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sp4p"
64.6226,-17.5229,4.6,"118km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sp5p"
64.5873,-17.2231,4.6,"103km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sp5z"
64.6582,-17.6716,4.5,"115km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spbs"
64.5508,-17.9171,4.6,"126km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spjr"
64.6154,-17.4978,4.6,"117km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spe2"
64.5361,-17.6518,4.6,"121km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spp7"
64.5807,-17.3011,4.8,"107km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sppg"
64.6102,-17.5248,4.6,"118km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spqd"
64.5786,-17.4135,4.7,"112km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spz1"
64.6895,-17.4709,4.6,"114km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sq7m"
64.6953,-17.1178,4.8,"104km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqa9"
64.7133,-17.5255,4.6,"111km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqac"
64.5998,-17.4282,4.5,"113km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqj3"
64.6599,-17.458,4.6,"117km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqnj"
34.2849,24.9282,4.3,"81km SSW of Pirgos, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqnq"
44.2096,147.5896,4.5,"83km ENE of Shikotan, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqnx"
64.4907,-18.0789,4.8,"128km NNE of Vik, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqtg"
64.4353,-17.6738,4.8,"120km W of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sr1t"
64.5345,-17.6674,4.7,"122km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sr1w"
64.488,-17.4913,4.4,"113km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sr36"
50.6129,156.3369,4.3,"16km ESE of Severo-Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sr3n"
63.4722,-19.9227,4.7,"17km E of Vestmannaeyjar, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000srar"
64.501,-17.8917,4.5,"132km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000srkr"
64.5568,-17.3098,4.5,"106km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000srla"
64.6229,-17.4998,4.6,"117km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000srm5"
64.6054,-17.4678,4.6,"115km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sre6"
64.4847,-17.7548,4.6,"125km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000srtp"
64.5566,-17.5207,4.6,"116km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000st7t"
45.1794,22.2578,4.2,"3km NNW of Teregova, Romania","http://earthquake.usgs.gov/earthquakes/eventpage/usc000st9z"
52.5834,101.2923,4.6,"99km E of Orlik, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sta9"
64.6315,-17.8699,4.5,"117km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000stfe"
64.6194,-17.7924,4.3,"119km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sthj"
45.5715,26.4019,4.3,"9km N of Gura Teghii, Romania","http://earthquake.usgs.gov/earthquakes/eventpage/usc000stnd"
64.5266,-17.8125,4.7,"129km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000stsk"
38.0245,20.2753,4.4,"23km SW of Lixourion, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sujd"
64.657,-17.7218,4.7,"115km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sudf"
64.4131,-17.8623,4.5,"124km NNE of Vik, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000suxx"
38.3635,22.2373,4.9,"17km WSW of Itea, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svfn"
64.6064,-17.7601,4.5,"121km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svka"
64.5703,-17.1362,4.7,"99km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svr3"
64.5095,-17.6381,4.4,"120km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svsk"
34.5797,26.5362,4.4,"73km SE of Makry Gialos, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svx4"
45.572,150.8684,4.5,"236km E of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svzh"
64.6938,-17.763,4.9,"111km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sw5b"
64.4853,-17.5595,4.6,"116km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sw62"
64.678,-17.7023,4.5,"113km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sw6j"
64.7171,-17.9403,4.5,"107km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000swdi"
64.7017,-17.9364,4.6,"109km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000swt9"
38.415,20.357,4.4,"24km NNW of Lixourion, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sww7"
64.6256,-17.9628,4.5,"118km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sx3j"
64.637,-17.5207,4.6,"119km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sx64"
64.5228,-17.6594,4.5,"122km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sxky"
46.2122,150.3574,4.7,"221km ENE of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sxs8"
64.5302,-17.8036,4.4,"128km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sxve"
56.0122,163.6206,4.5,"75km ESE of Ust'-Kamchatsk Staryy, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sy5h"
54.1705,169.2155,4.7,"237km ESE of Nikol'skoye, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000syem"
64.6127,-17.4117,4.6,"113km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000syir"
64.5451,-17.8154,4.3,"127km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000syjv"
64.4821,-17.7813,4.5,"126km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000syps"
64.3899,-17.5475,4.4,"114km W of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sy3n"
64.5922,-17.6722,4.5,"123km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sy47"
64.7117,-17.5983,4.4,"110km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sy6b"
64.5447,-17.6331,4.4,"121km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000syfr"
48.6241,154.6204,4.7,"253km SSW of Severo-Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sym0"
64.6703,-16.7827,4.6,"88km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000syr8"
64.6784,-17.5573,4.4,"114km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sz3j"
64.4893,-17.5574,4.9,"116km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sz8w"
43.0965,45.8567,4.6,"8km ESE of Novyye Atagi, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000szma"
64.4436,-17.4469,4.4,"110km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000szu2"
64.4529,-17.8155,4.5,"127km W of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t03a"
64.5232,-17.7204,4.6,"124km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t08k"
64.6078,-17.7086,4.5,"121km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t0hu"
45.3376,151.3159,4.9,"269km E of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t0lm"
64.6618,-17.3667,4.8,"113km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t0tz"
64.4799,-17.7768,4.6,"126km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t11k"
64.4721,-17.2334,4.5,"100km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t124"
-21.6754,169.6852,4.7,"187km E of Tadine, New Caledonia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t12k"
64.609,-17.2147,4.6,"104km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t15f"
64.5224,-17.7989,4.5,"128km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t1bj"
64.4866,-17.8054,4.6,"128km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t1bl"
64.5695,-17.7624,4.6,"125km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t1cm"
51.26,19.07,4.1,"8km SSW of Szczercow, Poland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t1ew"
64.6982,-17.4671,4.5,"113km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t1hd"
34.9343,26.6959,4.1,"50km SE of Palaikastron, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t1zg"
40.2195,25.1559,4.6,"38km N of Myrina, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t2as"
54.0201,160.2346,4.6,"151km NE of Petropavlovsk-Kamchatskiy, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t2av"
38.6094,26.1146,4.6,"14km NW of Oinoussai, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000t3u7"
64.7287,-17.756,4.6,"107km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000t3ws"
40.9774,19.8788,5.1,"10km SW of Cerrik, Albania","http://earthquake.usgs.gov/earthquakes/eventpage/usb000qu5r"
56.0764,113.9536,5.4,"33km ESE of Severomuysk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r1sc"
54.9913,165.6041,5.4,"33km SW of Nikol'skoye, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000r9el"
34.5246,24.5732,5.1,"62km SSW of Tympakion, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000r9tn"
50.7093,157.1119,5.6,"69km E of Severo-Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rche"
34.7604,28.3701,5.0,"134km SE of Karpathos, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rdrr"
35.4012,27.0805,5.0,"16km SW of Karpathos, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000retx"
55.2981,166.8682,5.8,"56km ENE of Nikol'skoye, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rpu4"
55.2063,166.9197,5.9,"59km E of Nikol'skoye, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000rpw8"
46.217,150.587,5.0,"237km ENE of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rtyk"
43.5234,147.3025,5.1,"56km ESE of Shikotan, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000rxg5"
39.9151,23.4427,5.1,"13km SSW of Polikhronon, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s57w"
64.6856,-17.3507,5.3,"113km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s5s0"
64.5866,-17.3138,5.3,"108km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s5wd"
64.4491,-17.8233,4.9,"128km W of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s61f"
64.6653,-17.4995,5.7,"116km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s65z"
64.5338,-17.4264,5.2,"111km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s7al"
64.6794,-17.0483,5.6,"100km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s7bm"
64.6762,-17.239,5.0,"108km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s7ks"
36.7383,23.7572,5.6,"60km W of Adamas, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s7wh"
64.7705,-17.3355,5.2,"107km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s7zs"
64.5667,-17.3089,5.3,"107km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s88v"
64.7232,-17.3895,5.1,"111km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s8gd"
64.6431,-17.4059,5.2,"114km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s8ny"
64.769,-17.2934,5.2,"108km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000s96j"
40.1499,24.8338,5.0,"36km NW of Myrina, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s968"
64.6947,-17.1161,5.2,"104km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s9cv"
64.7173,-17.4242,5.0,"112km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000s9va"
64.5744,-17.5384,5.2,"117km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sa3x"
64.6229,-17.5156,5.4,"118km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sal7"
-21.4773,169.1454,5.0,"131km E of Tadine, New Caledonia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sb2b"
64.6492,-17.0039,5.1,"97km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sb8r"
64.7175,-17.3038,5.1,"113km SSE of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sbh0"
64.6548,-17.6232,5.0,"116km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sc2f"
64.5382,-17.355,5.3,"108km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000scfz"
14.4368,-60.0916,5.4,"81km E of Le Vauclin, Martinique","http://earthquake.usgs.gov/earthquakes/eventpage/usb000scr4"
45.0796,147.041,5.3,"68km WSW of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sd3y"
64.6268,-17.2952,5.1,"108km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sd7k"
64.7941,-16.9484,5.0,"102km NW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sdyi"
64.641,-17.0593,5.0,"99km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sees"
38.3786,21.7997,5.2,"2km WSW of Nafpaktos, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000selq"
64.5466,-17.3405,5.1,"107km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sepm"
64.5679,-17.4124,5.1,"111km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sf5v"
64.5433,-17.1927,5.3,"101km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sh06"
52.3797,157.9849,5.7,"65km SSW of Paratunka, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000si49"
34.4494,26.2677,5.1,"71km SSE of Makry Gialos, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000simv"
44.6198,147.9733,5.0,"68km S of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sip0"
64.5118,-17.2791,5.0,"103km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000siz3"
64.506,-17.0157,5.3,"91km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sjhk"
44.2389,149.0501,5.2,"144km SE of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000skl2"
64.5254,-17.6766,5.1,"122km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sl8u"
44.0873,149.1119,5.0,"160km SE of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000smc8"
64.4468,-18.0435,5.1,"124km NNE of Vik, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000smcv"
64.7223,-17.2645,5.0,"111km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000snsb"
64.7223,-17.2645,5.0,"111km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000snsb"
64.4963,-16.9889,5.2,"90km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000spe3"
38.9307,21.1505,5.2,"3km SW of Krikellos, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqgd"
64.6685,-17.3954,5.0,"114km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqgw"
64.5533,-17.3701,5.0,"109km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sqpv"
64.5175,-17.5638,5.0,"117km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000srwk"
64.6598,-17.8587,5.1,"114km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000st92"
64.5693,-16.9655,5.2,"91km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000stie"
64.6022,-17.5846,5.2,"120km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svaq"
38.0901,20.3717,5.1,"13km SSW of Lixourion, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svav"
38.1338,20.3847,5.2,"8km SSW of Lixourion, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svrp"
64.6548,-17.173,5.0,"104km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svwg"
45.2151,150.9327,5.7,"239km E of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sx7c"
52.3436,160.8795,5.0,"169km ESE of Petropavlovsk-Kamchatskiy, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sx7m"
64.5332,-17.2343,5.2,"102km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sx8r"
64.6287,-17.7279,5.1,"118km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000sxqj"
38.6957,23.4156,5.4,"7km SW of Prokopion, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000syak"
38.6969,23.2787,5.3,"8km SSW of Limni, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000syb1"
45.8652,27.1584,5.5,"4km ENE of Tifesti, Romania","http://earthquake.usgs.gov/earthquakes/eventpage/usb000sz38"
64.5876,-17.6645,5.2,"123km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000szhs"
48.856,154.0627,5.0,"251km SW of Severo-Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t08d"
64.5527,-17.4482,5.0,"113km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t1iw"
64.6854,-17.8405,5.0,"111km S of Akureyri, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usb000t203"
64.5588,-17.5657,5.1,"118km WNW of Hofn, Iceland","http://earthquake.usgs.gov/earthquakes/eventpage/usc000t455"
38.8739,26.2633,5.3,"14km SW of Plomarion, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usc000t478"
40.3046,25.4532,6.9,"19km S of Kamariotissa, Greece","http://earthquake.usgs.gov/earthquakes/eventpage/usb000r2hc"
44.5985,148.748,6.2,"98km SE of Kuril'sk, Russia","http://earthquake.usgs.gov/earthquakes/eventpage/usb000ruu6"
-22.7746,171.4453,6.1,"74km SW of Ile Hunter, New Caledonia","http://earthquake.usgs.gov/earthquakes/eventpage/usc000svzi"
